,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,bowling_no_of_over,bowl_no_of_maiden_over,bowl_runs_conceded,bowl_no_of_wickets,bowl_econ,bowl_wide_balls,bowl_no_balls
0,Brett Lee,2,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,35,1,8.75,0,1
1,Sreesanth,2,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,3,0,35,0,11.66,1,0
2,James Hopes,2,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,53,1,13.25,0,0
3,Irfan Pathan,2,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,47,2,11.75,0,0
4,Karan Goel,2,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,2,0,25,0,12.50,0,0
5,Piyush Chawla,2,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,1,0,19,0,19.00,0,0
6,Wilkin Mota,2,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,2,0,24,1,12.00,2,0
7,Shaun Pollock,8,2007/08,Chennai Super Kings,Mumbai Indians,no,no,3,0,32,0,10.66,1,0
8,Ashish Nehra,8,2007/08,Chennai Super Kings,Mumbai Indians,no,no,4,0,35,1,8.75,2,1
9,Dhawal Kulkarni,8,2007/08,Chennai Super Kings,Mumbai Indians,no,no,3,0,25,1,8.33,0,1
10,Harbhajan Singh,8,2007/08,Chennai Super Kings,Mumbai Indians,no,no,2,0,14,0,7.00,0,0
11,Dwayne Bravo,8,2007/08,Chennai Super Kings,Mumbai Indians,no,no,3,0,36,0,12.00,1,0
12,Vikrant Yeligati,8,2007/08,Chennai Super Kings,Mumbai Indians,no,yes,1,0,16,0,16.00,1,0
13,Abhishek Nayar,8,2007/08,Chennai Super Kings,Mumbai Indians,no,no,1,0,14,0,14.00,0,0
14,Musavir Khote,8,2007/08,Chennai Super Kings,Mumbai Indians,no,no,3,0,29,2,9.66,0,0
15,Ashok Dinda,11,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,25,0,8.33,2,0
16,Ishant Sharma,11,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,26,0,8.66,1,1
17,Ajit Agarkar,11,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,19,1,6.33,0,0
18,David Hussey,11,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,10,0,10.00,0,0
19,Mohammad Hafeez,11,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,16,0,8.00,1,0
20,Murali Kartik,11,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,33,0,11.00,0,0
21,Laxmi Shukla,11,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,18,0,9.00,0,0
22,Dale Steyn,15,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,40,0,10.00,3,0
23,Zaheer Khan,15,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,38,3,9.50,0,0
24,Praveen Kumar,15,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,29,1,7.25,0,0
25,Jacques Kallis,15,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,36,0,9.00,0,0
26,Balachandra Akhil,15,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,34,0,8.50,0,0
27,Glenn McGrath,20,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,21,1,5.25,0,0
28,Mohammad Asif,20,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,34,1,8.50,1,0
29,Yo Mahesh,20,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,31,1,7.75,0,2
30,Pradeep Sangwan,20,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,40,0,10.00,2,0
31,Shoaib Malik,20,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,1,0,11,0,11.00,1,0
32,Virender Sehwag,20,2007/08,Chennai Super Kings,Delhi Daredevils,yes,no,2,0,21,1,10.50,0,0
33,Rajat Bhatia,20,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,1,0,11,1,11.00,0,0
34,Sohail Tanvir,24,2007/08,Chennai Super Kings,Rajasthan Royals,yes,no,4,0,14,6,3.50,0,0
35,Shane Watson,24,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,19,1,4.75,2,0
36,Munaf Patel,24,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,16,2,4.00,0,0
37,Siddharth Trivedi,24,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,2,0,17,0,8.50,0,0
38,Shane Warne,24,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,3,0,29,1,9.66,0,0
39,Yusuf Pathan,24,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,2,0,9,0,4.50,0,0
40,Paidikalva Vijaykumar,26,2007/08,Chennai Super Kings,Deccan Chargers,no,no,3,0,17,1,5.66,0,0
41,RP Singh,26,2007/08,Chennai Super Kings,Deccan Chargers,no,no,3,0,12,2,4.00,2,0
42,Scott Styris,26,2007/08,Chennai Super Kings,Deccan Chargers,no,no,3,0,24,1,8.00,1,0
43,Shahid Afridi,26,2007/08,Chennai Super Kings,Deccan Chargers,no,no,3,0,27,1,9.00,0,0
44,Sanjay Bangar,26,2007/08,Chennai Super Kings,Deccan Chargers,no,no,4,0,36,1,9.00,0,0
45,Pragyan Ojha,26,2007/08,Chennai Super Kings,Deccan Chargers,no,no,4,0,22,1,5.50,1,0
46,Glenn McGrath,28,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,23,0,5.75,0,0
47,Mohammad Asif,28,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,33,1,8.25,0,0
48,Yo Mahesh,28,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,40,2,10.00,1,0
49,Pradeep Sangwan,28,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,4,0,29,2,7.25,1,0
50,Shoaib Malik,28,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,2,0,28,0,14.00,3,0
51,Virender Sehwag,28,2007/08,Chennai Super Kings,Delhi Daredevils,no,no,2,0,30,0,15.00,0,0
52,Sreesanth,31,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,29,2,7.25,3,0
53,Irfan Pathan,31,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,33,0,8.25,3,0
54,Vikram Singh,31,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,35,1,8.75,1,1
55,Piyush Chawla,31,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,3,0,36,1,12.00,1,0
56,James Hopes,31,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,36,0,9.00,2,0
57,Yuvraj Singh,31,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,1,0,8,0,8.00,0,0
58,Shaun Pollock,36,2007/08,Chennai Super Kings,Mumbai Indians,no,no,4,1,9,1,2.25,0,0
59,Ashish Nehra,36,2007/08,Chennai Super Kings,Mumbai Indians,no,no,4,0,31,0,7.75,1,0
60,Dwayne Bravo,36,2007/08,Chennai Super Kings,Mumbai Indians,no,no,4,0,37,2,9.25,0,0
61,Dhawal Kulkarni,36,2007/08,Chennai Super Kings,Mumbai Indians,no,no,4,0,33,3,8.25,4,0
62,Rohan Raje,36,2007/08,Chennai Super Kings,Mumbai Indians,no,no,3,0,33,0,11.00,1,0
63,Dominic Thornely,36,2007/08,Chennai Super Kings,Mumbai Indians,no,no,1,0,10,0,10.00,1,0
64,Shoaib Akhtar,41,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,14,0,7.00,2,0
65,Ishant Sharma,41,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,16,0,8.00,0,0
66,Ashok Dinda,41,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,10,0,5.00,0,0
67,Ajit Agarkar,41,2007/08,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,14,0,7.00,1,0
68,Dale Steyn,46,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,28,2,7.00,3,1
69,Praveen Kumar,46,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,26,1,6.50,1,0
70,Anil Kumble,46,2007/08,Chennai Super Kings,Royal Challengers Bangalore,yes,no,4,0,14,3,3.50,0,0
71,Jacques Kallis,46,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,15,0,3.75,0,0
72,Vinay Kumar,46,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,23,1,7.66,0,1
73,Balachandra Akhil,46,2007/08,Chennai Super Kings,Royal Challengers Bangalore,no,no,1,0,4,0,4.00,0,0
74,Sohail Tanvir,49,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,33,3,8.25,1,1
75,Yusuf Pathan,49,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,3,0,31,0,10.33,0,0
76,Munaf Patel,49,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,55,1,13.75,0,1
77,Pankaj Singh,49,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,30,0,7.50,1,0
78,Shane Warne,49,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,35,2,8.75,1,0
79,Dinesh Salunkhe,49,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,1,0,14,0,14.00,0,1
80,RP Singh,54,2007/08,Chennai Super Kings,Deccan Chargers,no,no,4,0,32,0,8.00,3,0
81,Paidikalva Vijaykumar,54,2007/08,Chennai Super Kings,Deccan Chargers,no,no,3.2,0,32,1,9.60,1,0
82,Shahid Afridi,54,2007/08,Chennai Super Kings,Deccan Chargers,no,no,3,0,19,0,6.33,2,0
83,PM Sarvesh Kumar,54,2007/08,Chennai Super Kings,Deccan Chargers,no,no,2,0,18,1,9.00,0,0
84,Pragyan Ojha,54,2007/08,Chennai Super Kings,Deccan Chargers,no,no,4,0,28,1,7.00,2,0
85,Scott Styris,54,2007/08,Chennai Super Kings,Deccan Chargers,no,no,3,0,16,0,5.33,0,0
86,Irfan Pathan,58,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,4,0,24,1,6.00,2,0
87,Sreesanth,58,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,1,0,7,0,7.00,1,0
88,Ramesh Powar,58,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,3,0,28,0,9.33,1,0
89,Vikram Singh,58,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,2,0,14,0,7.00,0,0
90,James Hopes,58,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,2,0,20,0,10.00,0,0
91,Piyush Chawla,58,2007/08,Chennai Super Kings,Kings XI Punjab,no,no,2.5,0,23,0,8.11,0,0
92,Sohail Tanvir,59,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,40,1,10.00,1,0
93,Shane Watson,59,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,29,1,7.25,1,1
94,Munaf Patel,59,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,2,0,14,0,7.00,0,0
95,Yusuf Pathan,59,2007/08,Chennai Super Kings,Rajasthan Royals,yes,no,4,0,22,3,5.50,0,0
96,Siddharth Trivedi,59,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,2,0,21,0,10.50,0,0
97,Shane Warne,59,2007/08,Chennai Super Kings,Rajasthan Royals,no,no,4,0,34,0,8.50,1,0
98,Lasith Malinga,60,2009,Chennai Super Kings,Mumbai Indians,no,no,4,0,15,3,3.75,2,0
99,Zaheer Khan,60,2009,Chennai Super Kings,Mumbai Indians,no,no,4,0,34,0,8.50,0,0
100,Dwayne Bravo,60,2009,Chennai Super Kings,Mumbai Indians,no,no,4,0,27,1,6.75,1,0
101,Rohan Raje,60,2009,Chennai Super Kings,Mumbai Indians,no,no,1,0,15,0,15.00,0,0
102,Harbhajan Singh,60,2009,Chennai Super Kings,Mumbai Indians,no,no,3,0,15,1,5.00,0,0
103,Sanath Jayasuriya,60,2009,Chennai Super Kings,Mumbai Indians,no,no,4,0,34,2,8.50,0,0
104,Praveen Kumar,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,37,2,9.25,0,0
105,Dale Steyn,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,35,1,8.75,2,0
106,Jacques Kallis,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,2,0,28,0,14.00,0,0
107,Vinay Kumar,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,1,0,12,0,12.00,0,0
108,Virat Kohli,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,1,0,9,0,9.00,0,0
109,Anil Kumble,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,26,0,6.50,1,0
110,Kevin Pietersen,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,14,1,4.66,0,0
111,Ross Taylor,64,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,1,0,13,0,13.00,1,0
112,Dirk Nannes,68,2009,Chennai Super Kings,Delhi Daredevils,no,no,4,0,32,0,8.00,0,0
113,Ashish Nehra,68,2009,Chennai Super Kings,Delhi Daredevils,no,no,4,0,33,1,8.25,1,0
114,Aavishkar Salvi,68,2009,Chennai Super Kings,Delhi Daredevils,no,no,3,0,41,0,13.66,1,0
115,Pradeep Sangwan,68,2009,Chennai Super Kings,Delhi Daredevils,no,no,4,0,28,3,7.00,2,1
116,Daniel Vettori,68,2009,Chennai Super Kings,Delhi Daredevils,no,no,4,0,29,2,7.25,0,0
117,Manoj Tiwary,68,2009,Chennai Super Kings,Delhi Daredevils,no,no,1,0,11,0,11.00,0,0
118,Fidel Edwards,75,2009,Chennai Super Kings,Deccan Chargers,no,no,4,0,21,1,5.25,0,0
119,RP Singh,75,2009,Chennai Super Kings,Deccan Chargers,no,no,3,0,32,1,10.66,2,3
120,Dwayne Smith,75,2009,Chennai Super Kings,Deccan Chargers,no,no,1,0,17,0,17.00,0,0
121,Venugopal Rao,75,2009,Chennai Super Kings,Deccan Chargers,no,no,4,0,35,1,8.75,1,0
122,Rohit Sharma,75,2009,Chennai Super Kings,Deccan Chargers,no,no,3,0,18,1,6.00,0,0
123,Pragyan Ojha,75,2009,Chennai Super Kings,Deccan Chargers,no,no,2,0,11,2,5.50,0,0
124,Shoaib Ahmed,75,2009,Chennai Super Kings,Deccan Chargers,no,yes,3,0,31,0,10.33,1,0
125,Dimitri Mascarenhas,81,2009,Chennai Super Kings,Rajasthan Royals,no,no,3.2,0,26,0,7.80,0,0
126,Yusuf Pathan,81,2009,Chennai Super Kings,Rajasthan Royals,no,no,3,0,17,2,5.66,0,0
127,Kamran Khan,81,2009,Chennai Super Kings,Rajasthan Royals,no,no,2.4,0,35,0,13.12,0,1
128,Munaf Patel,81,2009,Chennai Super Kings,Rajasthan Royals,no,no,4,0,25,2,6.25,0,0
129,Siddharth Trivedi,81,2009,Chennai Super Kings,Rajasthan Royals,no,no,3,0,35,0,11.66,1,0
130,Shane Warne,81,2009,Chennai Super Kings,Rajasthan Royals,no,no,4,0,24,1,6.00,1,0
131,Dirk Nannes,85,2009,Chennai Super Kings,Delhi Daredevils,no,no,4,0,27,3,6.75,2,0
132,Ashish Nehra,85,2009,Chennai Super Kings,Delhi Daredevils,no,no,4,0,27,3,6.75,2,0
133,Pradeep Sangwan,85,2009,Chennai Super Kings,Delhi Daredevils,no,no,3,0,41,1,13.66,1,0
134,Tillakaratne Dilshan,85,2009,Chennai Super Kings,Delhi Daredevils,no,no,3,0,23,0,7.66,0,0
135,Amit Mishra,85,2009,Chennai Super Kings,Delhi Daredevils,no,no,3,0,24,0,8.00,0,0
136,Rajat Bhatia,85,2009,Chennai Super Kings,Delhi Daredevils,no,no,3,0,17,2,5.66,0,0
137,Ryan Harris,88,2009,Chennai Super Kings,Deccan Chargers,no,no,4,0,39,0,9.75,0,0
138,RP Singh,88,2009,Chennai Super Kings,Deccan Chargers,no,no,4,0,36,1,9.00,2,0
139,Dwayne Smith,88,2009,Chennai Super Kings,Deccan Chargers,no,no,2,0,21,0,10.50,1,0
140,Rohit Sharma,88,2009,Chennai Super Kings,Deccan Chargers,no,no,1,0,8,0,8.00,0,0
141,Shoaib Ahmed,88,2009,Chennai Super Kings,Deccan Chargers,no,no,2,0,14,1,7.00,0,0
142,Pragyan Ojha,88,2009,Chennai Super Kings,Deccan Chargers,no,no,4,0,26,0,6.50,1,0
143,Tirumalasetti Suman,88,2009,Chennai Super Kings,Deccan Chargers,no,no,3,0,29,1,9.66,0,0
144,Irfan Pathan,93,2009,Chennai Super Kings,Kings XI Punjab,no,no,4,0,38,1,9.50,0,0
145,Sreesanth,93,2009,Chennai Super Kings,Kings XI Punjab,no,no,4,0,37,1,9.25,1,0
146,Yusuf Abdulla,93,2009,Chennai Super Kings,Kings XI Punjab,no,no,2,0,18,0,9.00,0,0
147,Vikram Singh,93,2009,Chennai Super Kings,Kings XI Punjab,no,no,2,0,36,0,18.00,0,0
148,Karan Goel,93,2009,Chennai Super Kings,Kings XI Punjab,no,no,3,0,23,0,7.66,0,0
149,Piyush Chawla,93,2009,Chennai Super Kings,Kings XI Punjab,no,no,3,0,28,1,9.33,0,0
150,Yusuf Pathan,96,2009,Chennai Super Kings,Rajasthan Royals,no,no,4,0,28,0,7.00,1,0
151,Amit Singh,96,2009,Chennai Super Kings,Rajasthan Royals,no,no,3,0,25,1,8.33,0,0
152,Siddharth Trivedi,96,2009,Chennai Super Kings,Rajasthan Royals,no,no,3,0,23,1,7.66,1,0
153,Shane Harwood,96,2009,Chennai Super Kings,Rajasthan Royals,no,no,2,0,22,0,11.00,1,0
154,Shane Warne,96,2009,Chennai Super Kings,Rajasthan Royals,no,no,4,0,27,1,6.75,3,0
155,Ravindra Jadeja,96,2009,Chennai Super Kings,Rajasthan Royals,no,no,2.2,0,14,0,6.00,0,0
156,Anil Kumble,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,12,2,3.00,0,0
157,Vinay Kumar,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,30,2,10.00,1,0
158,Praveen Kumar,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,3.4,0,35,1,9.54,0,0
159,Jacques Kallis,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,1,18,2,4.50,0,0
160,Roelof van der Merwe,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,29,1,7.25,0,0
161,Balachandra Akhil,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,1,0,2,0,2.00,0,0
162,Lasith Malinga,106,2009,Chennai Super Kings,Mumbai Indians,no,no,4,0,19,1,4.75,1,0
163,Dhawal Kulkarni,106,2009,Chennai Super Kings,Mumbai Indians,no,no,4,0,45,1,11.25,1,0
164,Dwayne Bravo,106,2009,Chennai Super Kings,Mumbai Indians,no,no,3.1,0,19,1,6.00,1,0
165,Harbhajan Singh,106,2009,Chennai Super Kings,Mumbai Indians,no,no,3,0,22,0,7.33,0,0
166,Jean-Paul Duminy,106,2009,Chennai Super Kings,Mumbai Indians,no,no,2,0,9,0,4.50,0,0
167,Chetanya Nanda,106,2009,Chennai Super Kings,Mumbai Indians,no,no,3,0,21,0,7.00,2,0
168,Ashok Dinda,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,29,1,7.25,0,0
169,Anureet Singh,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,12,0,12.00,2,0
170,Ajit Agarkar,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,45,0,11.25,5,0
171,Murali Kartik,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,27,0,9.00,1,0
172,Brad Hodge,110,2009,Chennai Super Kings,Kolkata Knight Riders,yes,no,2,0,12,0,6.00,0,0
173,Ajantha Mendis,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,38,0,9.50,0,0
174,David Hussey,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,18,0,9.00,1,0
175,Brett Lee,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,4,0,16,0,4.00,0,0
176,Irfan Pathan,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,4,0,32,2,8.00,1,0
177,Ramesh Powar,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,4,0,19,1,4.75,0,0
178,Sreesanth,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,4,0,23,2,5.75,1,0
179,Piyush Chawla,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,2,0,13,1,6.50,0,0
180,Wilkin Mota,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,2,0,8,1,4.00,0,0
181,Praveen Kumar,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,26,1,6.50,0,0
182,Jacques Kallis,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,26,1,6.50,1,0
183,Vinay Kumar,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,38,2,9.50,0,0
184,Anil Kumble,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,30,0,7.50,0,0
185,Roelof van der Merwe,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,23,1,5.75,2,0
186,Chaminda Vaas,123,2009/10,Chennai Super Kings,Deccan Chargers,yes,no,4,1,21,3,5.25,0,0
187,Rohit Sharma,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,27,1,6.75,0,0
188,RP Singh,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,3,0,30,1,10.00,2,0
189,Pragyan Ojha,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,28,2,7.00,0,0
190,Jaskaran Singh,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,1,0,16,0,16.00,1,0
191,Tirumalasetti Suman,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,1,0,8,0,8.00,0,0
192,Andrew Symonds,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,3,0,29,2,9.66,0,0
193,Shane Bond,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,33,0,8.25,0,0
194,Ishant Sharma,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,38,1,9.50,0,0
195,Angelo Mathews,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,29,0,9.66,0,0
196,Laxmi Shukla,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,37,1,9.25,0,0
197,Murali Kartik,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,21,0,5.25,1,0
198,Brad Hodge,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,4,1,4.00,0,0
199,Dirk Nannes,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,4,0,18,1,4.50,3,0
200,Umesh Yadav,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,4,0,38,1,9.50,2,0
201,Pradeep Sangwan,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,4,0,46,0,11.50,0,0
202,Rajat Bhatia,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,2,0,31,0,15.50,0,0
203,Tillakaratne Dilshan,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,2.1,0,30,1,13.84,0,0
204,Amit Mishra,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,3,0,25,1,8.33,3,0
205,Irfan Pathan,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,3,0,22,1,7.33,1,0
206,Ramesh Powar,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,4,0,22,1,5.50,0,1
207,Shalabh Srivastava,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,3,0,25,0,8.33,2,0
208,Rusty Theron,134,2009/10,Chennai Super Kings,Kings XI Punjab,yes,no,4,0,17,2,4.25,3,0
209,Piyush Chawla,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,4,0,27,1,6.75,0,0
210,Yuvraj Singh,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,2,0,18,1,9.00,1,0
211,Praveen Kumar,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,21,1,5.25,2,0
212,Dale Steyn,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,25,0,6.25,3,0
213,Anil Kumble,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,15,1,3.75,0,0
214,Jacques Kallis,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,29,0,7.25,0,0
215,Vinay Kumar,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,40,4,10.00,1,0
216,Ryan McLaren,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,23,1,5.75,3,0
217,Zaheer Khan,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,45,0,11.25,1,1
218,Harbhajan Singh,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,25,1,6.25,1,0
219,Dwayne Bravo,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,42,0,10.50,0,0
220,Lasith Malinga,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,41,0,10.25,4,0
221,Yusuf Pathan,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,4,0,26,1,6.50,2,0
222,Sumit Narwal,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,3,0,49,0,16.33,1,0
223,Shaun Tait,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,4,0,22,2,5.50,0,0
224,Shane Warne,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,4,0,34,1,8.50,0,0
225,Siddharth Trivedi,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,4,0,18,0,4.50,0,0
226,Adam Voges,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,1,0,8,0,8.00,0,0
227,Praveen Kumar,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,42,0,14.00,1,0
228,Dale Steyn,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,20,1,5.00,1,0
229,Anil Kumble,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,16,1,4.00,0,0
230,Jacques Kallis,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,21,1,7.00,0,0
231,Kevin Pietersen,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,2,0,26,1,13.00,0,0
232,Vinay Kumar,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,31,1,10.33,0,2
233,Yusuf Pathan,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,4,0,44,0,11.00,0,0
234,Sumit Narwal,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,2,0,41,0,20.50,0,0
235,Shaun Tait,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,4,0,44,0,11.00,1,0
236,Shane Watson,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,4,0,47,2,11.75,1,0
237,Shrikant Wagh,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,1,0,16,1,16.00,0,0
238,Shane Warne,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,3,0,32,1,10.66,0,0
