,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,bowling_no_of_over,bowl_no_of_maiden_over,bowl_runs_conceded,bowl_no_of_wickets,bowl_econ,bowl_wide_balls,bowl_no_balls
9948,Anukul Roy,931,2022,Rajasthan Royals,Kolkata Knight Riders,no,no,4,0,28,1,7.00,0,0
9949,See all photos,931,2022,Rajasthan Royals,Kolkata Knight Riders,no,no,,,,,,,
9950,Sunil Narine,931,2022,Rajasthan Royals,Kolkata Knight Riders,no,no,4,0,19,0,4.75,0,0
9951,Shivam Mavi,931,2022,Rajasthan Royals,Kolkata Knight Riders,no,no,4,0,33,1,8.25,1,1
9952,Tim Southee,931,2022,Rajasthan Royals,Kolkata Knight Riders,no,no,4,0,46,2,11.50,3,0
9953,See all photos,931,2022,Rajasthan Royals,Kolkata Knight Riders,no,no,,,,,,,
9954,Sandeep Sharma,936,2022,Rajasthan Royals,Punjab Kings,no,no,4,0,41,0,10.25,1,0
9955,Kagiso Rabada,936,2022,Rajasthan Royals,Punjab Kings,no,no,4,0,50,1,12.50,1,0
9956,See all photos,936,2022,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
9957,Arshdeep Singh,936,2022,Rajasthan Royals,Punjab Kings,no,no,4,0,29,2,7.25,1,0
9958,See all photos,936,2022,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
9959,Rishi Dhawan,936,2022,Rajasthan Royals,Punjab Kings,no,no,3,0,25,1,8.33,0,0
9960,Rahul Chahar,936,2022,Rajasthan Royals,Punjab Kings,no,no,3.4,0,39,0,10.63,2,0
9961,Liam Livingstone,936,2022,Rajasthan Royals,Punjab Kings,no,no,1,0,6,0,6.00,1,0
9962,Chetan Sakariya,942,2022,Rajasthan Royals,Delhi Capitals,no,no,4,0,23,2,5.75,3,0
9963,See all photos,942,2022,Rajasthan Royals,Delhi Capitals,no,no,,,,,,,
9964,Anrich Nortje,942,2022,Rajasthan Royals,Delhi Capitals,no,no,4,0,39,2,9.75,1,0
9965,See all photos,942,2022,Rajasthan Royals,Delhi Capitals,no,no,,,,,,,
9966,Shardul Thakur,942,2022,Rajasthan Royals,Delhi Capitals,no,no,4,0,27,0,6.75,1,0
9967,Axar Patel,942,2022,Rajasthan Royals,Delhi Capitals,no,no,2,0,25,0,12.50,0,0
9968,Mitchell Marsh,942,2022,Rajasthan Royals,Delhi Capitals,yes,no,3,0,25,2,8.33,0,0
9969,Kuldeep Yadav,942,2022,Rajasthan Royals,Delhi Capitals,no,no,3,0,20,0,6.66,0,0
9970,Mohsin Khan,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,4,0,43,0,10.75,1,0
9971,Dushmantha Chameera,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,3,0,35,0,11.66,0,1
9972,Avesh Khan,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,3,0,20,1,6.66,0,0
9973,See all photos,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,,,,,,,
9974,Jason Holder,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,2,0,12,1,6.00,0,0
9975,See all photos,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,,,,,,,
9976,Ravi Bishnoi,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,4,0,31,2,7.75,1,0
9977,See all photos,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,,,,,,,
9978,Marcus Stoinis,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,1,0,15,0,15.00,0,0
9979,Ayush Badoni,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,1,0,5,1,5.00,0,0
9980,See all photos,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,,,,,,,
9981,Krunal Pandya,947,2022,Rajasthan Royals,Lucknow Super Giants,no,no,2,0,16,0,8.00,0,0
9982,Mukesh Choudhary,952,2022,Rajasthan Royals,Chennai Super Kings,no,no,4,0,41,0,10.25,0,0
9983,Simarjeet Singh,952,2022,Rajasthan Royals,Chennai Super Kings,no,no,3,0,18,1,6.00,0,0
9984,Mitchell Santner,952,2022,Rajasthan Royals,Chennai Super Kings,no,no,3,0,15,1,5.00,0,0
9985,Matheesha Pathirana,952,2022,Rajasthan Royals,Chennai Super Kings,no,no,3.4,0,28,0,7.63,4,0
9986,Moeen Ali,952,2022,Rajasthan Royals,Chennai Super Kings,no,no,4,0,21,1,5.25,0,0
9987,Prashant Solanki,952,2022,Rajasthan Royals,Chennai Super Kings,no,no,2,0,20,2,10.00,0,0
9988,See all photos,952,2022,Rajasthan Royals,Chennai Super Kings,no,no,,,,,,,
9989,Mohammed Shami,955,2022,Rajasthan Royals,Gujarat Titans,no,no,4,0,43,1,10.75,2,0
9990,Yash Dayal,955,2022,Rajasthan Royals,Gujarat Titans,no,no,4,0,46,1,11.50,2,1
9991,See all photos,955,2022,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
9992,Alzarri Joseph,955,2022,Rajasthan Royals,Gujarat Titans,no,no,2,0,27,0,13.50,0,0
9993,Rashid Khan,955,2022,Rajasthan Royals,Gujarat Titans,no,no,4,0,15,0,3.75,0,0
9994,Sai Kishore,955,2022,Rajasthan Royals,Gujarat Titans,no,no,4,0,43,1,10.75,1,0
9995,See all photos,955,2022,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
9996,Hardik Pandya,955,2022,Rajasthan Royals,Gujarat Titans,no,no,2,0,14,1,7.00,1,0
9997,See all photos,955,2022,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
9998,Mohammed Siraj,957,2022,Rajasthan Royals,Royal Challengers Bangalore,no,no,2,0,31,0,15.50,0,0
9999,Josh Hazlewood,957,2022,Rajasthan Royals,Royal Challengers Bangalore,no,no,4,0,23,2,5.75,0,0
10000,Glenn Maxwell,957,2022,Rajasthan Royals,Royal Challengers Bangalore,no,no,3,0,17,0,5.66,0,0
10001,Shahbaz Ahmed,957,2022,Rajasthan Royals,Royal Challengers Bangalore,no,no,2,0,35,0,17.50,0,0
10002,Harshal Patel,957,2022,Rajasthan Royals,Royal Challengers Bangalore,no,no,3.1,0,29,0,9.15,0,0
10003,Wanindu Hasaranga,957,2022,Rajasthan Royals,Royal Challengers Bangalore,no,no,4,0,26,1,6.50,0,0
10004,See all photos,957,2022,Rajasthan Royals,Royal Challengers Bangalore,no,no,,,,,,,
10005,Mohammed Shami,958,2022,Rajasthan Royals,Gujarat Titans,no,no,4,0,33,1,8.25,0,0
10006,See all photos,958,2022,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10007,Yash Dayal,958,2022,Rajasthan Royals,Gujarat Titans,no,no,3,0,18,1,6.00,0,0
10008,See all photos,958,2022,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10009,Lockie Ferguson,958,2022,Rajasthan Royals,Gujarat Titans,no,no,3,0,22,0,7.33,0,0
10010,Rashid Khan,958,2022,Rajasthan Royals,Gujarat Titans,no,no,4,0,18,1,4.50,0,0
10011,See all photos,958,2022,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10012,Hardik Pandya,958,2022,Rajasthan Royals,Gujarat Titans,yes,no,4,0,17,3,4.25,0,0
10013,See all photos,958,2022,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10014,Sai Kishore,958,2022,Rajasthan Royals,Gujarat Titans,no,no,2,0,20,2,10.00,0,0
10015,Bhuvneshwar Kumar,962,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,3,0,36,0,12.00,1,0
10016,Fazalhaq Farooqi,962,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,4,0,41,2,10.25,0,0
10017,Washington Sundar,962,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,3,0,32,0,10.66,0,0
10018,T Natarajan,962,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,3,0,23,2,7.66,0,0
10019,Adil Rashid,962,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,4,0,33,0,8.25,0,0
10020,Umran Malik,962,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,3,0,32,1,10.66,1,0
10021,Sam Curran,966,2023,Rajasthan Royals,Punjab Kings,no,no,4,0,44,0,11.00,0,0
10022,Arshdeep Singh,966,2023,Rajasthan Royals,Punjab Kings,no,no,4,0,47,2,11.75,3,0
10023,See all photos,966,2023,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
10024,Harpreet Brar,966,2023,Rajasthan Royals,Punjab Kings,no,no,2,0,15,0,7.50,0,0
10025,Nathan Ellis,966,2023,Rajasthan Royals,Punjab Kings,yes,no,4,0,30,4,7.50,0,0
10026,See all photos,966,2023,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
10027,Rahul Chahar,966,2023,Rajasthan Royals,Punjab Kings,no,no,4,0,31,0,7.75,0,0
10028,Sikandar Raza,966,2023,Rajasthan Royals,Punjab Kings,no,no,2,0,24,0,12.00,2,0
10029,Khaleel Ahmed,969,2023,Rajasthan Royals,Delhi Capitals,no,no,2,0,31,0,15.50,2,0
10030,Anrich Nortje,969,2023,Rajasthan Royals,Delhi Capitals,no,no,4,0,44,0,11.00,0,0
10031,Mukesh Kumar,969,2023,Rajasthan Royals,Delhi Capitals,no,no,4,0,36,2,9.00,0,0
10032,See all photos,969,2023,Rajasthan Royals,Delhi Capitals,no,no,,,,,,,
10033,Axar Patel,969,2023,Rajasthan Royals,Delhi Capitals,no,no,4,0,38,0,9.50,0,0
10034,Kuldeep Yadav,969,2023,Rajasthan Royals,Delhi Capitals,no,no,4,0,31,1,7.75,0,0
10035,See all photos,969,2023,Rajasthan Royals,Delhi Capitals,no,no,,,,,,,
10036,Rovman Powell,969,2023,Rajasthan Royals,Delhi Capitals,no,no,2,0,18,1,9.00,1,1
10037,See all photos,969,2023,Rajasthan Royals,Delhi Capitals,no,no,,,,,,,
10038,Akash Singh,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,40,2,10.00,1,0
10039,See all photos,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,,,,,,,
10040,Tushar Deshpande,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,37,2,9.25,1,0
10041,See all photos,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,,,,,,,
10042,Maheesh Theekshana,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,42,0,10.50,0,0
10043,Ravindra Jadeja,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,21,2,5.25,3,0
10044,See all photos,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,,,,,,,
10045,Moeen Ali,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,2,0,21,1,10.50,0,0
10046,Sisanda Magala,975,2023,Rajasthan Royals,Chennai Super Kings,no,no,2,0,14,0,7.00,1,0
10047,Mohammed Shami,981,2023,Rajasthan Royals,Gujarat Titans,no,no,4,1,25,3,6.25,1,0
10048,See all photos,981,2023,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10049,Hardik Pandya,981,2023,Rajasthan Royals,Gujarat Titans,no,no,4,0,24,1,6.00,0,0
10050,See all photos,981,2023,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10051,Alzarri Joseph,981,2023,Rajasthan Royals,Gujarat Titans,no,no,3,0,47,0,15.66,0,0
10052,Rashid Khan,981,2023,Rajasthan Royals,Gujarat Titans,no,no,4,0,46,2,11.50,0,0
10053,See all photos,981,2023,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10054,Mohit Sharma,981,2023,Rajasthan Royals,Gujarat Titans,no,no,2,0,7,0,3.50,0,0
10055,Noor Ahmad,981,2023,Rajasthan Royals,Gujarat Titans,no,no,2.2,0,29,1,12.42,1,0
10056,See all photos,981,2023,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10057,Naveen-ul-Haq,984,2023,Rajasthan Royals,Lucknow Super Giants,no,no,4,0,19,0,4.75,1,0
10058,Yudhvir Singh,984,2023,Rajasthan Royals,Lucknow Super Giants,no,no,2,0,27,0,13.50,1,0
10059,Avesh Khan,984,2023,Rajasthan Royals,Lucknow Super Giants,no,no,4,0,25,3,6.25,0,0
10060,See all photos,984,2023,Rajasthan Royals,Lucknow Super Giants,no,no,,,,,,,
10061,Marcus Stoinis,984,2023,Rajasthan Royals,Lucknow Super Giants,yes,no,4,0,28,2,7.00,0,0
10062,See all photos,984,2023,Rajasthan Royals,Lucknow Super Giants,no,no,,,,,,,
10063,Ravi Bishnoi,984,2023,Rajasthan Royals,Lucknow Super Giants,no,no,4,0,25,0,6.25,0,1
10064,Amit Mishra,984,2023,Rajasthan Royals,Lucknow Super Giants,no,no,2,0,15,0,7.50,0,0
10065,Mohammed Siraj,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,4,0,39,1,9.75,3,0
10066,See all photos,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,,,,,,,
10067,David Willey,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,4,0,26,1,6.50,1,0
10068,See all photos,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,,,,,,,
10069,Vijaykumar Vyshak,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,2,0,24,0,12.00,1,0
10070,Glenn Maxwell,990,2023,Rajasthan Royals,Royal Challengers Bangalore,yes,no,2,0,25,0,12.50,0,0
10071,Harshal Patel,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,4,0,32,3,8.00,1,0
10072,See all photos,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,,,,,,,
10073,Wanindu Hasaranga,990,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,4,0,32,0,8.00,0,0
10074,Akash Singh,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,2,0,32,0,16.00,0,0
10075,Tushar Deshpande,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,42,2,10.50,0,0
10076,See all photos,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,,,,,,,
10077,Maheesh Theekshana,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,24,1,6.00,1,0
10078,See all photos,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,,,,,,,
10079,Ravindra Jadeja,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,32,1,8.00,1,0
10080,See all photos,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,,,,,,,
10081,Moeen Ali,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,2,0,17,0,8.50,0,0
10082,Matheesha Pathirana,995,2023,Rajasthan Royals,Chennai Super Kings,no,no,4,0,48,0,12.00,2,0
10083,Cameron Green,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,3,0,31,0,10.33,4,0
10084,Jofra Archer,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,4,0,35,1,8.75,3,1
10085,See all photos,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,,,,,,,
10086,Riley Meredith,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,4,0,51,1,12.75,2,0
10087,See all photos,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,,,,,,,
10088,Piyush Chawla,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,4,0,34,2,8.50,0,0
10089,See all photos,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,,,,,,,
10090,Kumar Kartikeya,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,2,0,14,0,7.00,0,0
10091,Arshad Khan,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,3,0,39,3,13.00,3,0
10092,See all photos,1000,2023,Rajasthan Royals,Mumbai Indians,no,no,,,,,,,
10093,Mohammed Shami,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,4,0,27,1,6.75,2,0
10094,Hardik Pandya,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,2,0,22,1,11.00,0,0
10095,See all photos,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10096,Rashid Khan,1006,2023,Rajasthan Royals,Gujarat Titans,yes,no,4,0,14,3,3.50,2,0
10097,See all photos,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10098,Josh Little,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,4,0,24,1,6.00,0,0
10099,Noor Ahmad,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,3,0,25,2,8.33,3,0
10100,See all photos,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,,,,,,,
10101,Mohit Sharma,1006,2023,Rajasthan Royals,Gujarat Titans,no,no,0.5,0,5,0,6.00,0,0
10102,Bhuvneshwar Kumar,1010,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,4,0,44,1,11.00,2,0
10103,Marco Jansen,1010,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,4,0,44,1,11.00,1,0
10104,See all photos,1010,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,,,,,,,
10105,T Natarajan,1010,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,4,0,36,0,9.00,1,0
10106,Mayank Markande,1010,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,4,0,51,0,12.75,0,0
10107,Abhishek Sharma,1010,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,2,0,15,0,7.50,0,0
10108,Vivrant Sharma,1010,2023,Rajasthan Royals,Sunrisers Hyderabad,no,no,2,0,18,0,9.00,1,0
10109,Nitish Rana,1014,2023,Rajasthan Royals,Kolkata Knight Riders,no,no,1,0,26,0,26.00,0,0
10110,Harshit Rana,1014,2023,Rajasthan Royals,Kolkata Knight Riders,no,no,2,0,22,0,11.00,2,0
10111,Shardul Thakur,1014,2023,Rajasthan Royals,Kolkata Knight Riders,no,no,1.1,0,18,0,15.42,0,0
10112,Varun Chakravarthy,1014,2023,Rajasthan Royals,Kolkata Knight Riders,no,no,3,0,28,0,9.33,1,0
10113,Sunil Narine,1014,2023,Rajasthan Royals,Kolkata Knight Riders,no,no,2,0,13,0,6.50,0,0
10114,Suyash Sharma,1014,2023,Rajasthan Royals,Kolkata Knight Riders,no,no,3,0,22,0,7.33,0,0
10115,Anukul Roy,1014,2023,Rajasthan Royals,Kolkata Knight Riders,no,no,1,0,20,0,20.00,0,0
10116,Mohammed Siraj,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,2,0,10,1,5.00,1,0
10117,See all photos,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,,,,,,,
10118,Wayne Parnell,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,yes,no,3,0,10,3,3.33,1,0
10119,See all photos,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,,,,,,,
10120,Michael Bracewell,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,3,0,16,2,5.33,0,0
10121,Karn Sharma,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,1.3,0,19,2,12.66,0,0
10122,See all photos,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,,,,,,,
10123,Glenn Maxwell,1018,2023,Rajasthan Royals,Royal Challengers Bangalore,no,no,1,0,3,1,3.00,0,0
10124,Sam Curran,1024,2023,Rajasthan Royals,Punjab Kings,no,no,4,0,46,1,11.50,2,0
10125,Kagiso Rabada,1024,2023,Rajasthan Royals,Punjab Kings,no,no,4,0,40,2,10.00,1,1
10126,See all photos,1024,2023,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
10127,Arshdeep Singh,1024,2023,Rajasthan Royals,Punjab Kings,no,no,4,0,40,1,10.00,3,0
10128,See all photos,1024,2023,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
10129,Nathan Ellis,1024,2023,Rajasthan Royals,Punjab Kings,no,no,4,0,34,1,8.50,1,0
10130,See all photos,1024,2023,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
10131,Rahul Chahar,1024,2023,Rajasthan Royals,Punjab Kings,no,no,3.4,0,28,1,7.63,0,0
10132,See all photos,1024,2023,Rajasthan Royals,Punjab Kings,no,no,,,,,,,
10133,Tim Southee,586,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,34,1,8.50,2,0
10134,Hardik Pandya,586,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,36,1,9.00,0,0
10135,Mitchell McClenaghan,586,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,36,1,9.00,0,0
10136,Jasprit Bumrah,586,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,29,0,7.25,0,0
10137,Krunal Pandya,586,2017,Rising Pune Supergiant,Mumbai Indians,no,no,2,0,21,0,10.50,0,0
10138,Kieron Pollard,586,2017,Rising Pune Supergiant,Mumbai Indians,no,no,1.5,0,30,0,16.36,1,0
10139,Sandeep Sharma,588,2017,Rising Pune Supergiant,Kings XI Punjab,no,no,4,0,33,2,8.25,0,0
10140,Mohit Sharma,588,2017,Rising Pune Supergiant,Kings XI Punjab,no,no,4,0,34,0,8.50,0,0
10141,Axar Patel,588,2017,Rising Pune Supergiant,Kings XI Punjab,no,no,4,0,27,1,6.75,2,0
10142,T Natarajan,588,2017,Rising Pune Supergiant,Kings XI Punjab,no,no,3,0,26,1,8.66,0,0
10143,Marcus Stoinis,588,2017,Rising Pune Supergiant,Kings XI Punjab,no,no,3,0,28,1,9.33,3,0
10144,Swapnil Singh,588,2017,Rising Pune Supergiant,Kings XI Punjab,no,no,2,0,14,1,7.00,0,0
10145,Shahbaz Nadeem,593,2017,Rising Pune Supergiant,Delhi Daredevils,no,no,4,0,23,1,5.75,1,0
10146,Pat Cummins,593,2017,Rising Pune Supergiant,Delhi Daredevils,no,no,3.1,0,24,2,7.57,1,0
10147,Zaheer Khan,593,2017,Rising Pune Supergiant,Delhi Daredevils,no,no,3,0,20,3,6.66,1,0
10148,Chris Morris,593,2017,Rising Pune Supergiant,Delhi Daredevils,no,no,2,0,19,1,9.50,1,0
10149,Corey Anderson,593,2017,Rising Pune Supergiant,Delhi Daredevils,no,no,1,0,10,0,10.00,0,0
10150,Amit Mishra,593,2017,Rising Pune Supergiant,Delhi Daredevils,no,no,3,0,11,3,3.66,0,0
10151,Praveen Kumar,597,2017,Rising Pune Supergiant,Gujarat Lions,no,no,4,0,51,1,12.75,3,0
10152,Basil Thampi,597,2017,Rising Pune Supergiant,Gujarat Lions,no,no,3,0,21,0,7.00,0,0
10153,Shadab Jakati,597,2017,Rising Pune Supergiant,Gujarat Lions,no,no,2,0,22,0,11.00,0,0
10154,Andrew Tye,597,2017,Rising Pune Supergiant,Gujarat Lions,yes,no,4,0,17,5,4.25,1,0
10155,Ravindra Jadeja,597,2017,Rising Pune Supergiant,Gujarat Lions,no,no,4,0,40,1,10.00,0,0
10156,Dwayne Smith,597,2017,Rising Pune Supergiant,Gujarat Lions,no,no,2,0,10,1,5.00,0,0
10157,Suresh Raina,597,2017,Rising Pune Supergiant,Gujarat Lions,no,no,1,0,9,0,9.00,0,0
10158,Adam Milne,601,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,27,2,6.75,0,0
10159,Samuel Badree,601,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,32,1,8.00,0,0
10160,Sreenath Aravind,601,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,29,2,7.25,1,0
10161,Shane Watson,601,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,44,1,11.00,2,0
10162,Pawan Negi,601,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,3,0,12,1,4.00,1,0
10163,Yuzvendra Chahal,601,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,1,0,11,0,11.00,2,0
10164,Bhuvneshwar Kumar,608,2017,Rising Pune Supergiant,Sunrisers Hyderabad,no,no,4,0,39,1,9.75,1,0
10165,Bipul Sharma,608,2017,Rising Pune Supergiant,Sunrisers Hyderabad,no,no,4,0,30,1,7.50,0,0
10166,Mohammed Siraj,608,2017,Rising Pune Supergiant,Sunrisers Hyderabad,no,no,4,0,42,0,10.50,0,0
10167,Siddarth Kaul,608,2017,Rising Pune Supergiant,Sunrisers Hyderabad,no,no,3,0,45,0,15.00,0,0
10168,Rashid Khan,608,2017,Rising Pune Supergiant,Sunrisers Hyderabad,no,no,4,0,17,1,4.25,0,0
10169,Moises Henriques,608,2017,Rising Pune Supergiant,Sunrisers Hyderabad,no,no,1,0,4,0,4.00,0,0
10170,Mitchell Johnson,612,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,34,1,8.50,1,0
10171,Mitchell McClenaghan,612,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,36,0,9.00,1,0
10172,Karn Sharma,612,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,39,2,9.75,0,0
10173,Jasprit Bumrah,612,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,29,2,7.25,0,0
10174,Harbhajan Singh,612,2017,Rising Pune Supergiant,Mumbai Indians,no,no,4,0,20,1,5.00,0,0
10175,Umesh Yadav,614,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,3,0,28,1,9.33,3,0
10176,Chris Woakes,614,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,3,0,38,0,12.66,1,0
10177,Sunil Narine,614,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,4,0,34,1,8.50,1,0
10178,Colin de Grandhomme,614,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,2,0,14,0,7.00,0,0
10179,Piyush Chawla,614,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,4,0,36,1,9.00,0,0
10180,Kuldeep Yadav,614,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,4,0,31,2,7.75,0,0
10181,Adam Milne,618,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,35,0,8.75,2,0
10182,Samuel Badree,618,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,31,1,7.75,0,0
10183,Sreenath Aravind,618,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,30,0,7.50,0,0
10184,Yuzvendra Chahal,618,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,2,0,25,0,12.50,0,0
10185,Pawan Negi,618,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,4,0,18,1,4.50,1,0
10186,Stuart Binny,618,2017,Rising Pune Supergiant,Royal Challengers Bangalore,no,no,2,0,17,1,8.50,0,0
10187,Pradeep Sangwan,623,2017,Rising Pune Supergiant,Gujarat Lions,no,no,4,0,38,2,9.50,1,0
10188,Basil Thampi,623,2017,Rising Pune Supergiant,Gujarat Lions,no,no,4,0,35,2,8.75,1,0
10189,James Faulkner,623,2017,Rising Pune Supergiant,Gujarat Lions,no,no,2.5,0,30,0,10.58,0,0
10190,Ankit Soni,623,2017,Rising Pune Supergiant,Gujarat Lions,no,no,4,0,16,0,4.00,1,0
10191,Ravindra Jadeja,623,2017,Rising Pune Supergiant,Gujarat Lions,no,no,2,0,19,0,9.50,0,0
10192,Dwayne Smith,623,2017,Rising Pune Supergiant,Gujarat Lions,no,no,3,0,26,0,8.66,1,0
10193,Nathan Coulter-Nile,625,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,3,0,41,0,13.66,2,0
10194,Umesh Yadav,625,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,4,0,23,1,5.75,0,0
10195,Chris Woakes,625,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,4,0,18,3,4.50,0,0
10196,Sunil Narine,625,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,4,0,28,1,7.00,0,0
10197,Kuldeep Yadav,625,2017,Rising Pune Supergiant,Kolkata Knight Riders,no,no,4,0,35,1,8.75,0,0
