,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,player_tag,player_status,bat_runs,bat_number_of_balls,bat_No_of_fours,bat_No_of_sixs,bat_strike_rate,did_not_bat_status,fall_of_wicket_status
8764,Lasith Malinga,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,b Jadeja,17,16,1,1,106.25,no,na
8765,Dhawal Kulkarni,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,10,5,2,0,200.00,no,na
8766,RP Singh,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,1,1,0,0,100.00,no,na
8767,Ricky Ponting,330,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,['(c)'],st Arun Karthik b Kartik,28,33,1,1,84.84,no,na
8768,Sachin Tendulkar,330,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,run out (Unadkat/Arun Karthik),23,19,4,0,121.05,no,na
8769,Dinesh Karthik,330,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,['\x86'],c Agarwal b Vinay Kumar,60,37,3,4,162.16,no,na
8770,Rohit Sharma,330,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,b Vinay Kumar,11,11,1,0,100.00,no,na
8771,Ambati Rayudu,330,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,b Vinay Kumar,18,18,1,0,100.00,no,na
8772,Kieron Pollard,330,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,5,2,1,0,250.00,no,na
8773,Harbhajan Singh,330,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,1,1,0,0,100.00,no,na
8774,Ricky Ponting,333,2013,Mumbai Indians,Chennai Super Kings,no,no,['(c)'],c Ashwin b Rajpoot,6,10,0,0,60.00,no,2-17 (Ricky Ponting
8775,Sachin Tendulkar,333,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,lbw b Nannes,0,1,0,0,0.00,no,1-3 (Sachin Tendulkar
8776,Dinesh Karthik,333,2013,Mumbai Indians,Chennai Super Kings,no,no,['\x86'],lbw b Bravo,37,25,4,1,148.00,no,4-59 (Dinesh Karthik
8777,Rohit Sharma,333,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Dhoni b Bravo,8,10,1,0,80.00,no,3-41 (Rohit Sharma
8778,Ambati Rayudu,333,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Nannes b Laughlin,7,10,0,0,70.00,no,5-75 (Ambati Rayudu
8779,Kieron Pollard,333,2013,Mumbai Indians,Chennai Super Kings,yes,no,normal,not out,57,38,4,5,150.00,no,na
8780,Dwayne Smith,333,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Bravo b Ashwin,3,5,0,0,60.00,no,6-83 (Dwayne Smith
8781,Harbhajan Singh,333,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,21,21,1,1,100.00,no,na
8782,Ricky Ponting,338,2013,Mumbai Indians,Delhi Daredevils,no,no,['(c)'],c Jayawardene b Pathan,0,6,0,0,0.00,no,1-0 (Ricky Ponting
8783,Sachin Tendulkar,338,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,run out (Jayawardene),1,1,0,0,100.00,no,2-1 (Sachin Tendulkar
8784,Dinesh Karthik,338,2013,Mumbai Indians,Delhi Daredevils,yes,no,['\x86'],c Mendis b Morkel,86,48,14,2,179.16,no,3-133 (Dinesh Karthik
8785,Rohit Sharma,338,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,74,50,4,5,148.00,no,na
8786,Kieron Pollard,338,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,c Nadeem b Nehra,13,7,1,1,185.71,no,4-163 (Kieron Pollard
8787,Ambati Rayudu,338,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,c & b Nehra,24,8,2,2,300.00,no,5-189 (Ambati Rayudu
8788,Harbhajan Singh,338,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,1,1,0,0,100.00,no,na
8789,Ricky Ponting,343,2013,Mumbai Indians,Pune Warriors,no,no,['(c)'],c Nayar b Yuvraj Singh,14,17,2,0,82.35,no,1-54 (Ricky Ponting
8790,Sachin Tendulkar,343,2013,Mumbai Indians,Pune Warriors,no,no,normal,c Marsh b Finch,44,29,7,1,151.72,no,2-60 (Sachin Tendulkar
8791,Dinesh Karthik,343,2013,Mumbai Indians,Pune Warriors,no,no,['\x86'],lbw b Marsh,41,29,4,1,141.37,no,3-115 (Dinesh Karthik
8792,Rohit Sharma,343,2013,Mumbai Indians,Pune Warriors,yes,no,normal,not out,62,32,3,5,193.75,no,na
8793,Kieron Pollard,343,2013,Mumbai Indians,Pune Warriors,no,no,normal,not out,19,14,1,1,135.71,no,na
8794,Sachin Tendulkar,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Trivedi b Chandila,1,3,0,0,33.33,no,na
8795,Ricky Ponting,351,2013,Mumbai Indians,Rajasthan Royals,no,no,['(c)'],c & b Chandila,4,9,0,0,44.44,no,na
8796,Dinesh Karthik,351,2013,Mumbai Indians,Rajasthan Royals,no,no,['\x86'],c Hodge b Faulkner,30,32,3,0,93.75,no,na
8797,Rohit Sharma,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Watson b Trivedi,2,7,0,0,28.57,no,na
8798,Kieron Pollard,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,b Binny,1,7,0,0,14.28,no,na
8799,Ambati Rayudu,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,lbw b Cooper,27,29,2,0,93.10,no,na
8800,Rishi Dhawan,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Faulkner b Binny,0,1,0,0,0.00,no,na
8801,Harbhajan Singh,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,run out (Dravid/Yagnik),1,1,0,0,100.00,no,na
8802,Mitchell Johnson,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,b Faulkner,11,9,2,0,122.22,no,na
8803,Lasith Malinga,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,b Faulkner,7,11,1,0,63.63,no,na
8804,Pragyan Ojha,351,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,not out,1,1,0,0,100.00,no,na
8805,Dwayne Smith,356,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,c Yadav b van der Merwe,8,12,1,0,66.66,no,1-11 (Dwayne Smith
8806,Sachin Tendulkar,356,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,c Warner b Yadav,54,47,3,2,114.89,no,3-118 (Sachin Tendulkar
8807,Dinesh Karthik,356,2013,Mumbai Indians,Delhi Daredevils,no,no,['\x86'],run out (Yadav),2,6,0,0,33.33,no,2-22 (Dinesh Karthik
8808,Rohit Sharma,356,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,c Russell b Yadav,73,43,5,5,169.76,no,4-149 (Rohit Sharma
8809,Kieron Pollard,356,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,19,10,1,1,190.00,no,na
8810,Ambati Rayudu,356,2013,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,2,2,0,0,100.00,no,na
8811,Dwayne Smith,361,2013,Mumbai Indians,Kolkata Knight Riders,yes,no,normal,c sub (BB McCullum) b Narine,62,45,3,5,137.77,no,na
8812,Sachin Tendulkar,361,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,b Narine,2,6,0,0,33.33,no,na
8813,Dinesh Karthik,361,2013,Mumbai Indians,Kolkata Knight Riders,no,no,['\x86'],lbw b Senanayake,7,6,1,0,116.66,no,na
8814,Rohit Sharma,361,2013,Mumbai Indians,Kolkata Knight Riders,no,no,['(c)'],c & b Narine,34,28,1,2,121.42,no,na
8815,Kieron Pollard,361,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Tiwary b Bhatia,33,24,2,1,137.50,no,na
8816,Ambati Rayudu,361,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,13,8,1,0,162.50,no,na
8817,Harbhajan Singh,361,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,7,2,0,1,350.00,no,na
8818,Dwayne Smith,365,2013,Mumbai Indians,Royal Challengers Bangalore,yes,no,normal,b Syed Mohammad,50,36,4,3,138.88,no,2-97 (Dwayne Smith
8819,Sachin Tendulkar,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,lbw b Singh,23,13,5,0,176.92,no,1-29 (Sachin Tendulkar
8820,Dinesh Karthik,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,['\x86'],run out (Kohli),43,33,3,1,130.30,no,4-169 (Dinesh Karthik
8821,Rohit Sharma,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,['(c)'],run out (de Villiers/Syed Mohammad),10,8,1,0,125.00,no,3-118 (Rohit Sharma
8822,Kieron Pollard,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Rampaul b Vinay Kumar,34,16,2,3,212.50,no,6-169 (Kieron Pollard
8823,Ambati Rayudu,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,run out (Kohli),0,0,0,0,-,no,5-169 (Ambati Rayudu
8824,Harbhajan Singh,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Tiwary b Rampaul,16,8,3,0,200.00,no,7-187 (Harbhajan Singh
8825,Mitchell Johnson,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,9,5,0,1,180.00,no,na
8826,Lasith Malinga,365,2013,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,0,1,0,0,0.00,no,na
8827,Dwayne Smith,369,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,c Miller b Chawla,33,32,3,1,103.12,no,3-86 (Dwayne Smith
8828,Sachin Tendulkar,369,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,b Kumar,9,10,2,0,90.00,no,1-11 (Sachin Tendulkar
8829,Dinesh Karthik,369,2013,Mumbai Indians,Kings XI Punjab,no,no,['\x86'],b Gony,25,19,2,1,131.57,no,2-43 (Dinesh Karthik
8830,Rohit Sharma,369,2013,Mumbai Indians,Kings XI Punjab,yes,no,['(c)'],not out,79,39,6,6,202.56,no,na
8831,Kieron Pollard,369,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,not out,20,21,1,1,95.23,no,na
8832,Dwayne Smith,371,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,normal,lbw b Mishra,38,40,3,2,95.00,no,4-79 (Dwayne Smith
8833,Sachin Tendulkar,371,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,normal,b I Sharma,14,12,2,0,116.66,no,1-32 (Sachin Tendulkar
8834,Dinesh Karthik,371,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,['\x86'],c KV Sharma b I Sharma,0,2,0,0,0.00,no,2-32 (Dinesh Karthik
8835,Rohit Sharma,371,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,['(c)'],c I Sharma b Mishra,22,22,2,0,100.00,no,3-74 (Rohit Sharma
8836,Kieron Pollard,371,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,normal,not out,14,19,1,0,73.68,no,na
8837,Ambati Rayudu,371,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,normal,not out,34,27,4,0,125.92,no,na
8838,Dwayne Smith,377,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c & b Bravo,22,24,2,1,91.66,no,2-42 (Dwayne Smith
8839,Sachin Tendulkar,377,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,lbw b Jadeja,15,18,1,1,83.33,no,1-40 (Sachin Tendulkar
8840,Dinesh Karthik,377,2013,Mumbai Indians,Chennai Super Kings,no,no,['\x86'],c Raina b Jadeja,23,23,2,1,100.00,no,4-66 (Dinesh Karthik
8841,Kieron Pollard,377,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Raina b Jadeja,1,3,0,0,33.33,no,3-45 (Kieron Pollard
8842,Rohit Sharma,377,2013,Mumbai Indians,Chennai Super Kings,no,no,['(c)'],not out,39,30,3,1,130.00,no,na
8843,Ambati Rayudu,377,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,b Ashwin,10,11,1,0,90.90,no,5-82 (Ambati Rayudu
8844,Harbhajan Singh,377,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,25,11,2,2,227.27,no,na
8845,Dwayne Smith,381,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c McLaren b Iqbal Abdulla,47,53,7,0,88.67,no,2-99 (Dwayne Smith
8846,Sachin Tendulkar,381,2013,Mumbai Indians,Kolkata Knight Riders,yes,no,normal,b Bhatia,48,28,8,0,171.42,no,1-93 (Sachin Tendulkar
8847,Dinesh Karthik,381,2013,Mumbai Indians,Kolkata Knight Riders,no,no,['\x86'],not out,34,18,3,2,188.88,no,na
8848,Rohit Sharma,381,2013,Mumbai Indians,Kolkata Knight Riders,no,no,['(c)'],c Morgan b McLaren,16,11,1,1,145.45,no,3-130 (Rohit Sharma
8849,Kieron Pollard,381,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Narine b McLaren,4,4,1,0,100.00,no,4-134 (Kieron Pollard
8850,Ambati Rayudu,381,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,run out (Balaji/Bisla),0,0,0,0,-,no,5-135 (Ambati Rayudu
8851,Harbhajan Singh,381,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,run out (Pathan),0,0,0,0,-,no,6-144 (Harbhajan Singh
8852,Mitchell Johnson,381,2013,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,10,6,0,1,166.66,no,na
8853,Dwayne Smith,386,2013,Mumbai Indians,Pune Warriors,no,no,normal,b Dinda,0,1,0,0,0.00,no,na
8854,Sachin Tendulkar,386,2013,Mumbai Indians,Pune Warriors,no,no,normal,c Pandey b Mendis,15,13,3,0,115.38,no,na
8855,Dinesh Karthik,386,2013,Mumbai Indians,Pune Warriors,no,no,['\x86'],c Pandey b Yuvraj Singh,17,25,1,1,68.00,no,na
8856,Rohit Sharma,386,2013,Mumbai Indians,Pune Warriors,no,no,['(c)'],c Dinda b Richardson,37,41,3,0,90.24,no,na
8857,Ambati Rayudu,386,2013,Mumbai Indians,Pune Warriors,no,no,normal,c Mathews b Dinda,26,23,2,1,113.04,no,na
8858,Glenn Maxwell,386,2013,Mumbai Indians,Pune Warriors,no,no,normal,not out,13,7,1,1,185.71,no,na
8859,Harbhajan Singh,386,2013,Mumbai Indians,Pune Warriors,no,no,normal,not out,4,3,1,0,133.33,no,na
8860,Dwayne Smith,390,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,normal,b I Sharma,21,17,4,0,123.52,no,na
8861,Sachin Tendulkar,390,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,normal,retired hurt,38,31,3,1,122.58,no,na
8862,Dinesh Karthik,390,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,['\x86'],c White b KV Sharma,30,23,4,0,130.43,no,na
8863,Rohit Sharma,390,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,['(c)'],not out,20,15,0,2,133.33,no,na
8864,Ambati Rayudu,390,2013,Mumbai Indians,Sunrisers Hyderabad,no,no,normal,st Patel b KV Sharma,2,5,0,0,40.00,no,na
8865,Kieron Pollard,390,2013,Mumbai Indians,Sunrisers Hyderabad,yes,no,normal,not out,66,27,2,8,244.44,no,na
8866,Glenn Maxwell,394,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,lbw b Watson,23,17,0,3,135.29,no,1-25 (Glenn Maxwell
8867,Aditya Tare,394,2013,Mumbai Indians,Rajasthan Royals,yes,no,normal,c Watson b Cooper,59,37,8,1,159.45,no,3-108 (Aditya Tare
8868,Dinesh Karthik,394,2013,Mumbai Indians,Rajasthan Royals,no,no,['\x86'],c Samson b Tambe,21,21,3,0,100.00,no,2-101 (Dinesh Karthik
8869,Rohit Sharma,394,2013,Mumbai Indians,Rajasthan Royals,no,no,['(c)'],c Watson b Faulkner,14,9,2,0,155.55,no,4-138 (Rohit Sharma
8870,Kieron Pollard,394,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,run out (Cooper),17,14,1,1,121.42,no,5-144 (Kieron Pollard
8871,Ambati Rayudu,394,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Samson b Watson,7,7,0,0,100.00,no,6-151 (Ambati Rayudu
8872,Harbhajan Singh,394,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,not out,15,7,1,1,214.28,no,na
8873,Mitchell Johnson,394,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Hodge b Faulkner,2,7,0,0,28.57,no,7-164 (Mitchell Johnson
8874,Lasith Malinga,394,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,run out (Watson/Faulkner/Yagnik),1,1,0,0,100.00,no,8-166 (Lasith Malinga
8875,Glenn Maxwell,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,c Vohra b Kumar,0,3,0,0,0.00,no,na
8876,Aditya Tare,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,b Sandeep Sharma,22,12,2,2,183.33,no,na
8877,Ambati Rayudu,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,c Gilchrist b Awana,26,22,3,0,118.18,no,na
8878,Rohit Sharma,397,2013,Mumbai Indians,Kings XI Punjab,no,no,['(c)'],b Chawla,25,25,2,1,100.00,no,na
8879,Dinesh Karthik,397,2013,Mumbai Indians,Kings XI Punjab,no,no,['\x86'],c & b Chawla,0,3,0,0,0.00,no,na
8880,Kieron Pollard,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,c Miller b Sandeep Sharma,22,21,1,1,104.76,no,na
8881,Rishi Dhawan,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,lbw b Azhar Mahmood,14,15,2,0,93.33,no,na
8882,Harbhajan Singh,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,c Gurkeerat Singh b Gilchrist,5,8,0,0,62.50,no,na
8883,Nathan Coulter-Nile,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,b Azhar Mahmood,9,6,0,1,150.00,no,na
8884,Lasith Malinga,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,not out,1,1,0,0,100.00,no,na
8885,Dhawal Kulkarni,397,2013,Mumbai Indians,Kings XI Punjab,no,no,normal,absent hurt,-,-,-,-,-,no,na
8886,Dwayne Smith,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Raina b Jadeja,68,28,6,5,242.85,no,na
8887,Aditya Tare,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Vijay b Morkel,7,7,1,0,100.00,no,na
8888,Dinesh Karthik,401,2013,Mumbai Indians,Chennai Super Kings,no,no,['\x86'],lbw b Jadeja,11,18,1,0,61.11,no,na
8889,Rohit Sharma,401,2013,Mumbai Indians,Chennai Super Kings,no,no,['(c)'],c Bravo b Morris,8,15,0,0,53.33,no,na
8890,Kieron Pollard,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Hussey b Jadeja,24,16,1,2,150.00,no,na
8891,Ambati Rayudu,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Morris b Sharma,15,14,1,0,107.14,no,na
8892,Harbhajan Singh,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Vijay b Bravo,0,4,0,0,0.00,no,na
8893,Mitchell Johnson,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Raina b Bravo,6,7,0,0,85.71,no,na
8894,Lasith Malinga,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Hussey b Bravo,0,2,0,0,0.00,no,na
8895,Pragyan Ojha,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Bravo b Sharma,0,2,0,0,0.00,no,na
8896,Munaf Patel,401,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,0,0,0,0,-,no,na
8897,Dwayne Smith,403,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Samson b Binny,62,44,6,2,140.90,no,na
8898,Aditya Tare,403,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Samson b Cooper,35,27,3,2,129.62,no,na
8899,Dinesh Karthik,403,2013,Mumbai Indians,Rajasthan Royals,no,no,['\x86'],c Rahane b Cooper,22,17,3,0,129.41,no,na
8900,Rohit Sharma,403,2013,Mumbai Indians,Rajasthan Royals,no,no,['(c)'],b Trivedi,2,8,0,0,25.00,no,na
8901,Kieron Pollard,403,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,c Cooper b Faulkner,11,6,0,1,183.33,no,na
8902,Ambati Rayudu,403,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,b Watson,17,11,1,1,154.54,no,na
8903,Harbhajan Singh,403,2013,Mumbai Indians,Rajasthan Royals,yes,no,normal,not out,6,4,1,0,150.00,no,na
8904,Rishi Dhawan,403,2013,Mumbai Indians,Rajasthan Royals,no,no,normal,not out,4,2,1,0,200.00,no,na
8905,Dwayne Smith,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,lbw b Sharma,4,4,1,0,100.00,no,1-4 (Dwayne Smith
8906,Aditya Tare,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,b Morkel,0,1,0,0,0.00,no,2-8 (Aditya Tare
8907,Dinesh Karthik,404,2013,Mumbai Indians,Chennai Super Kings,no,no,['\x86'],b Morris,21,26,3,0,80.76,no,4-52 (Dinesh Karthik
8908,Rohit Sharma,404,2013,Mumbai Indians,Chennai Super Kings,no,no,['(c)'],c & b Morkel,2,5,0,0,40.00,no,3-16 (Rohit Sharma
8909,Ambati Rayudu,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,b Bravo,37,36,4,0,102.77,no,5-100 (Ambati Rayudu
8910,Kieron Pollard,404,2013,Mumbai Indians,Chennai Super Kings,yes,no,normal,not out,60,32,7,3,187.50,no,na
8911,Harbhajan Singh,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Hussey b Bravo,14,8,3,0,175.00,no,6-125 (Harbhajan Singh
8912,Rishi Dhawan,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,run out (Sharma/Morris),3,3,0,0,100.00,no,7-133 (Rishi Dhawan
8913,Mitchell Johnson,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Dhoni b Bravo,1,2,0,0,50.00,no,8-135 (Mitchell Johnson
8914,Lasith Malinga,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,c Dhoni b Bravo,0,2,0,0,0.00,no,9-135 (Lasith Malinga
8915,Pragyan Ojha,404,2013,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,1,1,0,0,100.00,no,na
8916,Michael Hussey,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,normal,b Narine,3,13,0,0,23.07,no,na
8917,Aditya Tare,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c & b Shakib Al Hasan,24,22,2,1,109.09,no,na
8918,Ambati Rayudu,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,normal,st Uthappa b Narine,48,40,4,0,120.00,no,na
8919,Rohit Sharma,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,['(c)'],c Kallis b Morkel,27,20,0,1,135.00,no,na
8920,Kieron Pollard,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,6,8,0,0,75.00,no,na
8921,Corey Anderson,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,normal,b Narine,2,8,0,0,25.00,no,na
8922,Harbhajan Singh,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,normal,b Narine,0,2,0,0,0.00,no,na
8923,Chidhambaram Gautam,405,2014,Mumbai Indians,Kolkata Knight Riders,no,no,['\x86'],st Uthappa b Chawla,7,7,1,0,100.00,no,na
8924,Michael Hussey,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Chahal b Morkel,16,15,2,0,106.66,no,1-20 (Michael Hussey
8925,Aditya Tare,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,['\x86'],c Maddinson b Aaron,17,18,2,0,94.44,no,2-52 (Aditya Tare
8926,Ambati Rayudu,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c de Villiers b Starc,35,37,1,0,94.59,no,5-101 (Ambati Rayudu
8927,Rohit Sharma,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,['(c)'],c de Villiers b Chahal,2,5,0,0,40.00,no,3-60 (Rohit Sharma
8928,Kieron Pollard,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Rana b Chahal,3,7,0,0,42.85,no,4-70 (Kieron Pollard
8929,Corey Anderson,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Kohli b Starc,18,19,2,0,94.73,no,6-101 (Corey Anderson
8930,Harbhajan Singh,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,b Aaron,8,8,1,0,100.00,no,8-110 (Harbhajan Singh
8931,Zaheer Khan,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Rana b Dinda,0,2,0,0,0.00,no,7-101 (Zaheer Khan
8932,Lasith Malinga,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,run out (Yuvraj Singh),2,4,0,0,50.00,no,9-113 (Lasith Malinga
8933,Pragyan Ojha,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,1,5,0,0,20.00,no,na
8934,Jasprit Bumrah,409,2014,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,1,1,0,0,100.00,no,na
8935,Michael Hussey,417,2014,Mumbai Indians,Chennai Super Kings,no,no,normal,b Hilfenhaus,1,7,0,0,14.28,no,1-11 (Michael Hussey
8936,Aditya Tare,417,2014,Mumbai Indians,Chennai Super Kings,no,no,normal,c Raina b Sharma,23,19,4,0,121.05,no,2-25 (Aditya Tare
8937,Corey Anderson,417,2014,Mumbai Indians,Chennai Super Kings,no,no,normal,run out (Ashwin),39,31,3,1,125.80,no,3-109 (Corey Anderson
8938,Rohit Sharma,417,2014,Mumbai Indians,Chennai Super Kings,no,no,['(c)'],c Smith b Hilfenhaus,50,41,3,2,121.95,no,4-123 (Rohit Sharma
8939,Kieron Pollard,417,2014,Mumbai Indians,Chennai Super Kings,no,no,normal,b Sharma,12,11,1,0,109.09,no,6-127 (Kieron Pollard
8940,Ambati Rayudu,417,2014,Mumbai Indians,Chennai Super Kings,no,no,normal,c Raina b Sharma,1,2,0,0,50.00,no,5-125 (Ambati Rayudu
8941,Chidhambaram Gautam,417,2014,Mumbai Indians,Chennai Super Kings,no,no,['\x86'],not out,7,4,1,0,175.00,no,na
8942,Harbhajan Singh,417,2014,Mumbai Indians,Chennai Super Kings,no,no,normal,c McCullum b Sharma,0,2,0,0,0.00,no,7-127 (Harbhajan Singh
8943,Zaheer Khan,417,2014,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,7,3,0,1,233.33,no,na
8944,Rohit Sharma,420,2014,Mumbai Indians,Delhi Daredevils,no,no,['(c)'],run out (Mohammed Shami),4,5,0,0,80.00,no,1-10 (Rohit Sharma
8945,Aditya Tare,420,2014,Mumbai Indians,Delhi Daredevils,no,no,normal,c de Kock b Parnell,8,10,1,0,80.00,no,2-17 (Aditya Tare
8946,Corey Anderson,420,2014,Mumbai Indians,Delhi Daredevils,no,no,normal,c de Kock b Unadkat,13,14,2,0,92.85,no,3-39 (Corey Anderson
8947,Ambati Rayudu,420,2014,Mumbai Indians,Delhi Daredevils,no,no,normal,c Shukla b Nadeem,14,21,1,0,66.66,no,4-46 (Ambati Rayudu
